Month bomb,Month temp,Month Drone,Date temp,Year temp,Country,Date Bomb,Year Bomb,Blast Day Type,Holiday Type,Time,City,Province,Location Category,Location Sensitivity,Open/Closed Space,Target Type,Targeted Sect if any,Explosive Weight (max),Date,Year Drone,Province-1,S#,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,S#-1,No of Strike,Total Died Max,Longitude,Latitude,Temperature(C)-1,AverageTemperature,AverageTemperatureUncertainty
11,11,11,01/11/2007,2007,Pakistan,24/11/2007,2007,Working Day,,7:40:00 AM,Rawalpindi,Punjab,Mobile,High,Open,Military,None,NA,02/11/2007,2007,FATA,74,17,38,,35,1,9,1,10,70.1455,32.9746,15.325,17.667,0.246
11,11,11,01/11/2010,2010,Pakistan,14/11/2010,2010,Holiday,Weekend,NA,South waziristan,FATA,Market,Low,Open,Anti-Militants,Sunni,NA,16/11/2010,2010,FATA,283,,1,,8,1,192,1,20,70.1455,32.9746,9.64,16.519,0.096
8,8,8,01/08/2011,2011,Pakistan,19/08/2011,2011,Working Day,,Friday prayer time,Khyber Agency,KPK,Religious,Medium,Closed,Civilian,NA,,19/08/2011,2011,FATA,326,47,60,70,130,1,259,1,4,69.9,33.0333,22.725,29.003,0.231
3,3,3,01/03/2011,2011,Pakistan,24/03/2011,2011,Working Day,,8:00 AM,Hangu,KPK,Police,High,Open,Police,None,250kg,14/03/2011,2011,FATA,304,5,8,25,30,1,226,1,5,70.1455,32.9746,15.48,18.579,0.211
4,4,4,01/04/2010,2010,Pakistan,19/04/2010,2010,Working Day,,12:30:00 PM,Peshawar,KPK,Park/Ground,Low,Open,Anti-Militants,Sunni,8 kg,12/04/2010,2010,FATA,260,23,24,27,49,1,123,1,10,70.1455,32.9746,17.72,25.855,0.218
5,5,5,01/05/2009,2009,Pakistan,21/05/2009,2009,Working Day,,Late Night/Evening,Tank,KPK,Military,High,Open,Military,None,NA,16/05/2009,2009,FATA,170,6,9,25,36,1,64,1,29,70.1455,32.9746,22.33,28.991,0.189
1,1,1,01/01/2013,2013,Pakistan,10/01/2013,2013,Working Day,,,Quetta,Baluchistan,Market,High,Closed,Civilian,Shiite,,06/01/2013,2013,FATA,369,51,93,116,121,2,331,1,17,69.9,33.0333,-0.76,9.797,0.547
7,7,7,01/07/2010,2010,Pakistan,18/07/2010,2010,Holiday,Weekend,NA,Sargodha,Punjab,Religious,Medium,Closed,Religious,Shiite,NA,15/07/2010,2010,FATA,268,3,4,9,26,1,141,2,7,70.1455,32.9746,25.66,29.965,0.175
12,12,12,01/12/2009,2009,Pakistan,01/12/2009,2009,Working Day,,NA,Swat,KPK,Residence,Medium,Closed,Government Official,None,10 Kg,08/12/2009,2009,FATA,223,1,2,11,30,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
11,11,11,01/11/2010,2010,Pakistan,01/11/2010,2010,Working Day,,8:45:00 AM,Swabi,KPK,Police,High,Open,Police,None,12 kg,11/11/2010,2010,FATA,279,2,5,10,13,1,190,1,8,70.1455,32.9746,12.24,16.519,0.096
1,1,1,01/01/2010,2010,Pakistan,23/01/2010,2010,Working Day,,NA,Tank,KPK,Police,High,Open,Police,None,NA,29/01/2010,2010,FATA,241,4,5,3,11,1,106,3,15,70.1455,32.9746,1.82,10.956,0.356
3,3,3,01/03/2010,2010,Pakistan,29/03/2010,2010,Working Day,,,Tank,KPK,Government/Office Building,Medium,Closed,Anti-Militants,Sunni,NA,08/03/2010,2010,FATA,253,,2,,2,1,113,1,5,70.1455,32.9746,9.855,21.344,0.365
9,9,9,01/09/2010,2010,Pakistan,03/09/2010,2010,Working Day,,NA,Mardan,KPK,Religious,Medium,Closed,Religious,None,NA,28/09/2010,2010,FATA,274,,1,,4,1,171,1,4,69.9,33.0333,18.97,26.11,0.208
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,NA,Poonch,AJK,Mobile,Low,open,Military,,NA,03/11/2010,2010,FATA,282,,0,,2,1,187,1,18,70.1455,32.9746,14.475,16.519,0.096
11,11,11,01/11/2008,2008,Pakistan,02/11/2008,2008,Holiday,Weekend,9:00 AM,South Waziristan,FATA,Military,High,Open,Military,None,,19/11/2008,2008,KPK,132,,8,,8,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
2,2,2,01/02/2008,2008,Pakistan,29/02/2008,2008,Working Day,,8:00 PM,Swat,KPK,Park/Ground,Low,Open,Police,None,NA,28/02/2008,2008,FATA,97,38,45,40,100,1,12,1,13,69.9,33.0333,15.575,10.867,0.129
5,5,5,01/05/2010,2010,Pakistan,01/05/2010,2010,Holiday,Labour Day,NA,Swat,KPK,Market,Low,Open,Civilian,None,15 kg,09/05/2010,2010,FATA,262,3,7,9,16,1,129,1,11,70.1455,32.9746,18.065,29.188,0.183
11,11,11,01/11/2010,2010,Pakistan,30/11/2010,2010,Working Day,,8:45:00 AM,Bannu,KPK,Mobile,High,Open,Police,None,12 kg,28/11/2010,2010,FATA,284,2,6,6,22,1,197,1,4,70.1455,32.9746,6.815,16.519,0.096
10,10,10,01/10/2008,2008,Pakistan,31/10/2008,2008,Working Day,,1:30:00 PM,Mardan,KPK,Police,High,Closed,Police,None,NA,03/10/2008,2008,FATA,131,9,10,21,25,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
11,11,11,01/11/2010,2010,Pakistan,01/11/2010,2010,Working Day,,8:45:00 AM,Swabi,KPK,Police,High,Open,Police,None,12 kg,21/11/2010,2010,FATA,279,2,5,10,13,1,194,1,9,70.1455,32.9746,9.525,16.519,0.096
11,11,11,01/11/2009,2009,Pakistan,13/11/2009,2009,Working Day,,6.45 AM,Peshawar,KPK,Military,High,Open,Military,None,400Kg,18/11/2009,2009,FATA,218,10,13,47,70,1,88,1,5,70.1455,32.9746,5.025,16.174,0.304
1,1,1,01/01/2011,2011,Pakistan,27/01/2011,2011,Working Day,,,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,07/01/2011,2011,FATA,295,,0,,0,1,209,1,6,70.1455,32.9746,5.225,9.166,0.254
3,3,3,01/03/2011,2011,Pakistan,09/03/2011,2011,Working Day,,,Peshawar,KPK,Park/Ground,Low,Open,Anti-Militants,Sunni,16Kg,17/03/2011,2011,FATA,303,37,43,,52,1,228,1,41,70.1455,32.9746,15.38,18.579,0.211
6,6,6,01/03/2011,2011,Pakistan,24/03/2011,2011,Working Day,,8:00 AM,Hangu,KPK,Police,High,Open,Police,None,250kg,08/03/2011,2011,FATA,608,10,16,50,60,2,441,2,10,140.0455,66.0079,9.875,37.158,0.422
1,1,1,01/01/2010,2010,Pakistan,06/01/2010,2010,Working Day,,6:50:00 AM,Sudhanoti,AJK,Military,High,Open,Military,None,NA,09/01/2010,2010,FATA,237,,4,11,12,1,101,1,4,70.1455,32.9746,3.58,10.956,0.356
11,11,11,01/11/2008,2008,Pakistan,06/11/2008,2008,Working Day,,NA,Bajaur Agency,FATA,Park/Ground,Low,Open,Anti-Militants,Sunni,NA,19/11/2008,2008,KPK,135,16,23,31,45,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
11,11,11,01/11/2008,2008,Pakistan,28/11/2008,2008,Working Day,,NA,Buner,KPK,Mobile,High,Open,Police,,NA,22/11/2008,2008,FATA,140,,9,,16,1,40,1,5,70.1455,32.9746,8.75,16.505,0.205
5,5,5,01/05/2011,2011,Pakistan,28/05/2011,2011,Working Day,,10:00 AM,Bajaur Agency,FATA,Market,Low,Open,Anti-Militants,Sunni,,23/05/2011,2011,FATA,316,,8,,11,1,238,1,7,70.1455,32.9746,23.49,29.616,0.195
8,8,8,01/08/2009,2009,Pakistan,30/08/2009,2009,Holiday,Weekend,NA,Swat,KPK,Police,High,Closed,Police,None,12 Kg,21/08/2009,2009,FATA,195,16,18,4,14,1,75,1,13,69.9,33.0333,23.805,29.891,0.208
6,6,6,01/03/2011,2011,Pakistan,30/03/2011,2011,Working Day,,10:45 AM/ 11:00 AM,Swabi,KPK,Police,High,Open,Government Official,None,8Kg,13/03/2011,2011,FATA,610,20,26,24,46,2,449,2,6,140.0455,66.0079,26.515,37.158,0.422
9,9,9,01/09/2009,2009,Pakistan,26/09/2009,2009,Working Day,,11.35 am,Peshawar,KPK,Bank,Low,Open,Civilian,None,100 Kg,09/09/2009,2009,FATA,202,10,14,50,120,1,78,1,10,69.9,33.0333,20.8,27.295,0.167
4,4,4,01/04/2011,2011,Pakistan,03/04/2011,2011,Holiday,Weekend,around 5pm and second attack after 15min/5:16:00 PM and second attack after 25 min,D.G Khan,KPK,Religious,Medium,Open,Religious,Sunni,,22/04/2011,2011,FATA,308,42,50,100,114,2,230,1,25,70.1455,32.9746,17.75,22.867,0.252
7,7,7,01/07/2009,2009,Pakistan,08/07/2009,2009,Working Day,,3:00am,Peshawar,KPK,Market,Low,Open,Police,None,20 Kg,07/07/2009,2009,FATA,185,,1,2,5,1,69,1,16,69.9,33.0333,25.65,30.551,0.263
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,Khyber Agency,KPK,Religious,low,Open,Religious,None,NA,06/01/2010,2010,FATA,238,,8,,11,1,99,1,25,70.1455,32.9746,6.26,10.956,0.356
12,12,12,01/12/2009,2009,Pakistan,24/12/2009,2009,Working Day,,11.57 am,Peshawar,KPK,Police,High,Open,Government Official,None,10 Kg,26/12/2009,2009,FATA,233,4,5,24,25,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
9,9,9,01/09/2009,2009,Pakistan,26/09/2009,2009,Working Day,,7.00 am,Bannu,KPK,Police,High,Open,Police,None,180Kg,24/09/2009,2009,FATA,201,7,10,50,65,1,80,1,12,69.9,33.0333,24.19,27.295,0.167
11,11,11,01/11/2008,2008,Pakistan,06/11/2008,2008,Working Day,,NA,Swat,KPK,Police,High,Open,Police,None,NA,19/11/2008,2008,KPK,134,,2,,10,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
10,10,10,01/10/2011,2011,Pakistan,28/10/2011,2011,Working Day,,,Nowshehra,KPK,Police,,,Police,NA,,27/10/2011,2011,FATA,332,,2,,,1,267,1,6,69.9,33.0333,13.905,22.524,0.225
7,7,7,01/07/2011,2011,Pakistan,21/07/2011,2011,Working Day,,,South waziristan,FATA,Mobile,Low,Open,Foreigner,NA,,11/07/2011,2011,FATA,322,,,,2,1,251,1,12,70.1455,32.9746,25,30.039,0.169
3,3,3,01/03/2010,2010,Pakistan,08/03/2010,2010,Working Day,,8:20:00 AM,Lahore,Punjab,Office Building,High,Open,Military,None,600Kg,08/03/2010,2010,FATA,250,13,14,80,100,1,113,1,5,70.1455,32.9746,9.855,21.344,0.365
5,5,5,01/05/2011,2011,Pakistan,25/05/2011,2011,Working Day,,4:40 AM,Peshawar,KPK,Police,High,Closed,Police,None,300kg,13/05/2011,2011,FATA,314,8,11,41,48,1,234,1,6,70.1455,32.9746,20.5,29.616,0.195
6,6,6,01/03/2011,2011,Pakistan,31/03/2011,2011,Working Day,,12:45 PM,Charsadda,KPK,Park/Ground,Low,Open,Government Official,None,,08/03/2011,2011,FATA,612,,24,40,84,2,441,2,10,140.0455,66.0079,9.875,37.158,0.422
5,5,5,01/05/2010,2010,Pakistan,02/05/2010,2010,Holiday,Weekend,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,15/05/2010,2010,FATA,263,,0,,0,1,132,1,15,71.1481,34.0983,29.415,29.188,0.183
4,4,4,01/04/2012,2012,Pakistan,05/04/2012,2012,Working Day,,7:56 PM,Karachi,Sindh,Mobile,Low,Open,Police,None,NA,29/04/2012,2012,FATA,350,4,7,12,14,1,292,1,4,70.1455,32.9746,14.565,23.138,0.31
10,10,10,01/10/2009,2009,Pakistan,05/10/2009,2009,Working Day,,12.15 pm,Islamabad,Capital,Foreigner,High,Closed,foreigner,Christian,8Kg,21/10/2009,2009,FATA,204,,5,3,8,1,85,1,5,70.1455,32.9746,11.66,22.055,0.179
6,6,6,01/06/2009,2009,Pakistan,05/06/2009,2009,Working Day,,Jummah prayer time,Upper Dir,FATA,Religious,Medium,Closed,Religious,Sunni,NA,23/06/2009,2009,FATA,174,,40,50,70,1,67,1,50,69.9,33.0333,21.67,29.773,0.304
4,4,4,01/04/2010,2010,Pakistan,17/04/2010,2010,Working Day,,12:00:00 PM/11:55 AM,Kohat,KPK,Park/Ground,Low,Open,Civilian,None,12 Kg,24/04/2010,2010,FATA,258,41,44,60,70,2,126,1,9,70.1455,32.9746,18.235,25.855,0.218
11,11,11,01/11/2010,2010,Pakistan,14/11/2010,2010,Holiday,Weekend,NA,South waziristan,FATA,Market,Low,Open,Anti-Militants,Sunni,NA,01/11/2010,2010,FATA,283,,1,,8,1,186,1,6,70.1455,32.9746,14.045,16.519,0.096
5,5,5,01/05/2011,2011,Pakistan,28/05/2011,2011,Working Day,,10:00 AM,Bajaur Agency,FATA,Market,Low,Open,Anti-Militants,Sunni,,10/05/2011,2011,FATA,316,,8,,11,1,232,1,5,69.9,33.0333,21.745,29.616,0.195
2,2,2,01/02/2008,2008,Pakistan,16/02/2008,2008,Working Day,,NA,Swat,KPK,Military,High,Closed,Military,None,NA,28/02/2008,2008,FATA,94,2,3,14,18,1,12,1,13,69.9,33.0333,15.575,10.867,0.129
7,7,7,01/07/2012,2012,Pakistan,16/07/2012,2012,Working Day,,9:30AM,Bannu,KPK,Police,High,Closed,Police,None,NA,29/07/2012,2012,FATA,354,2,7,2,8,1,309,6,7,70.1455,32.9746,25.67,30.722,0.214
2,2,2,01/02/2010,2010,Pakistan,11/02/2010,2010,Working Day,,Maghrib prayers,Bannu,KPK,Police,High,Open,Police,None,NA,15/02/2010,2010,FATA,244,,15,25,30,2,109,1,4,70.1455,32.9746,-1.24,13.167,0.203
5,5,5,01/05/2011,2011,Pakistan,25/05/2011,2011,Working Day,,4:40 AM,Peshawar,KPK,Police,High,Closed,Police,None,300kg,23/05/2011,2011,FATA,314,8,11,41,48,1,238,1,7,70.1455,32.9746,23.49,29.616,0.195
8,8,8,01/08/2010,2010,Pakistan,04/08/2010,2010,Working Day,,around 4:30 PM,Peshawar,KPK,Mobile,High,Open,Military,None,10Kg,14/08/2010,2010,FATA,270,3,4,11,14,1,146,1,13,70.1455,32.9746,24.505,28.342,0.185
6,6,6,01/06/2009,2009,Pakistan,06/06/2009,2009,Working Day,,8:35 PM,Islamabad,Capital,Police,High,Closed,Police,None,NA,18/06/2009,2009,FATA,175,2,2,4,5,1,66,1,9,69.9,33.0333,17.425,29.773,0.304
6,6,6,01/06/2012,2012,Pakistan,28/06/2012,2012,Working Day,,,Quetta,Baluchistan,Mobile,Low,Open,Religious,Shiite,50kg,03/06/2012,2012,FATA,353,13,14,20,30,1,300,1,11,69.9,33.0333,23.795,30.249,0.228
10,10,10,01/10/2008,2008,Pakistan,29/10/2008,2008,Working Day,,2:15:00 PM,Bannu,KPK,Military,High,Open,Military,None,NA,11/10/2008,2008,FATA,130,,,,14,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
10,10,10,01/10/2009,2009,Pakistan,20/10/2009,2009,Working Day,,2:10:00 PM,Islamabad,Capital,Educational,Low,Closed,Civilian,None,16 Kg,24/10/2009,2009,FATA,210,5,6,29,40,2,86,1,27,71.5,34.6833,19.145,22.055,0.179
8,8,8,01/08/2009,2009,Pakistan,18/08/2009,2009,Working Day,,7:00 PM,North Waziristan,KPK,Military,High,Open,Military,None,NA,27/08/2009,2009,FATA,190,3,7,,3,1,76,1,10,69.9,33.0333,24.155,29.891,0.208
11,11,11,01/11/2012,2012,Pakistan,25/11/2012,2012,Holiday,Ashura,,D.I Khan,KPK,Market,High,Open,religious,Shiite,12kg,29/11/2012,2012,FATA,364,5,6,70,80,1,324,1,4,70.1455,32.9746,5.07,16.909,0.36
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,peshawar,KPK,Police,High,Open,Police,None,NA,01/01/2010,2010,FATA,239,,0,,6,1,97,2,2,70.1455,32.9746,4.855,10.956,0.356
3,3,3,01/03/2010,2010,Pakistan,29/03/2010,2010,Working Day,,,Bajaur Agency,FATA,Mobile,Low,Open,Anti-Militants,Sunni,NA,21/03/2010,2010,FATA,254,,2,5,8,1,119,1,8,70.1455,32.9746,18.455,21.344,0.365
2,2,2,01/02/2010,2010,Pakistan,10/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Mobile,High,Open,Military,None,NA,15/02/2010,2010,FATA,243,17,22,6,11,1,109,1,4,70.1455,32.9746,-1.24,13.167,0.203
12,12,12,01/12/2009,2009,Pakistan,08/12/2009,2009,Working Day,,12.10 PM,Multan,Punjab,Military,High,Open,Military,None,1000 Kg,26/12/2009,2009,FATA,228,8,15,47,61,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
10,10,10,01/10/2008,2008,Pakistan,31/10/2008,2008,Working Day,,1:30:00 PM,Mardan,KPK,Police,High,Closed,Police,None,NA,11/10/2008,2008,FATA,131,9,10,21,25,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
3,3,3,01/03/2009,2009,Pakistan,02/03/2009,2009,Working Day,,NA,Pishin,Baluchistan,Educational,Low,Closed,Government Official,Sunni,NA,26/03/2009,2009,FATA,156,5,6,5,12,1,56,1,5,70.1455,32.9746,13,18.871,0.199
11,11,11,01/11/2009,2009,Pakistan,16/11/2009,2009,Working Day,,NA,Peshawar,KPK,Police,High,Open,Police,None,250Kg,05/11/2009,2009,FATA,221,,3,,43,1,87,1,6,70.1455,32.9746,14.735,16.174,0.304
4,4,4,01/04/2009,2009,Pakistan,18/04/2009,2009,Working Day,,3pm/4.15 pm,Hangu,KPK,Police,High,Open,Police,None,100,29/04/2009,2009,FATA,167,21,27,26,65,1,61,1,10,69.9,33.0333,23.6,22.792,0.216
6,6,6,01/06/2009,2009,Pakistan,26/06/2009,2009,Working Day,,6:00:00 AM/6:30:00 AM,Muzaffarabad,AJK,Mobile,High,Open,Military,None,NA,14/06/2009,2009,FATA,181,,2,3,4,1,65,1,5,69.9,33.0333,18.075,29.773,0.304
4,4,4,01/04/2013,2013,Pakistan,20/04/2013,2013,Working Day,,,Bajaur Agency,FATA,Office Building,High,Open,Civilian,None,#N/A,17/04/2013,2013,FATA,380,4,4,4,4,1,339,2,5,69.9,33.0333,16.305,22.958,0.356
3,3,3,01/03/2008,2008,Pakistan,20/03/2008,2008,Holiday,Eid Milad un-Nabi,3:00 PM,South Waziristan,FATA,Military,High,Closed,Military,None,NA,16/03/2008,2008,FATA,104,,5,9,11,1,13,6,20,69.9,33.0333,18.32,20.455,0.159
5,5,5,01/05/2011,2011,Pakistan,25/05/2011,2011,Working Day,,4:40 AM,Peshawar,KPK,Police,High,Closed,Police,None,300kg,20/05/2011,2011,FATA,314,8,11,41,48,1,237,1,6,70.1455,32.9746,24.59,29.616,0.195
8,8,8,01/08/2009,2009,Pakistan,27/08/2009,2009,Working Day,,aftar time,Khyber Agency,FATA,Military,High,Open,Military,None,NA,21/08/2009,2009,FATA,194,20,22,10,27,1,75,1,13,69.9,33.0333,23.805,29.891,0.208
1,1,1,01/01/2010,2010,Pakistan,06/01/2010,2010,Working Day,,6:50:00 AM,Sudhanoti,AJK,Military,High,Open,Military,None,NA,14/01/2010,2010,FATA,237,,4,11,12,1,102,1,15,69.9,33.0333,3.43,10.956,0.356
5,5,5,01/05/2012,2012,Pakistan,04/05/2012,2012,Working Day,,7:45 AM,Bajaur Agency,FATA,Market,Low,Open,Police,None,N/A,26/05/2012,2012,FATA,351,24,26,40,75,1,296,2,4,70.1455,32.9746,17.54,28.015,0.247
12,12,12,01/12/2007,2007,Pakistan,13/12/2007,2007,Working Day,,4:50:00 PM,Quetta,Baluchistan,Military,High,Open,Military,None,NA,03/12/2007,2007,KPK,79,5,12,22,23,2,10,1,,70.6042,32.9861,13.79,10.806,0.181
5,5,5,01/05/2011,2011,Pakistan,13/05/2011,2011,Working Day,,6:00 AM,Charsadda,KPK,Military,High,Open,Military,None,16-20kg,13/05/2011,2011,FATA,312,82,95,128,140,2,234,1,6,70.1455,32.9746,20.5,29.616,0.195
3,3,3,01/03/2012,2012,Pakistan,23/03/2012,2012,Working Day,,,Khyber Agency,KPK,Religious,Low,Open,Anti-Militants,None,NA,30/03/2012,2012,FATA,349,5,13,9,10,1,291,3,4,70.1455,32.9746,18.035,17.619,0.287
5,5,5,01/05/2011,2011,Pakistan,26/05/2011,2011,Working Day,,6:00 PM,Hangu,KPK,Police,High,Open,Police,None,450kg,20/05/2011,2011,FATA,315,28,32,55,60,1,237,1,6,70.1455,32.9746,24.59,29.616,0.195
10,10,10,01/10/2008,2008,Pakistan,10/10/2008,2008,Working Day,,NA,Orakzai Agency,FATA,Park/Ground,Low,Open,Anti-Militants,Sunni,8 ft deep crater,11/10/2008,2008,FATA,127,40,85,90,200,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
12,12,12,01/12/2012,2012,Pakistan,04/12/2012,2012,Working Day,,,Peshawar,KPK,Police,High,Open,Police,None,600kg-800kg,21/12/2012,2012,FATA,366,,,6,10,1,328,2,4,70.1455,32.9746,3.705,11.541,0.208
3,3,3,01/03/2013,2013,Pakistan,29/03/2013,2013,Working Day,,,Peshawar,KPK,Market,High,Open,Military,None,,21/03/2013,2013,FATA,377,5,12,11,35,,337,1,4,70.1455,32.9746,12.25,15.685,1.336
10,10,10,01/10/2008,2008,Pakistan,26/10/2008,2008,Holiday,Weekend,9:45:00 PM,Mohmand Agency,FATA,Military,High,Open,Military,None,NA,03/10/2008,2008,FATA,129,11,10,,5,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
1,1,1,01/01/2010,2010,Pakistan,29/01/2010,2010,Working Day,,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,19/01/2010,2010,FATA,242,16,17,26,47,1,105,1,6,70.1455,32.9746,6.12,10.956,0.356
3,3,3,01/03/2009,2009,Pakistan,26/03/2009,2009,Working Day,,8:30:00 AM,Tank,KPK,Market,Low,Open,Anti-Militants,Sunni,NA,01/03/2009,2009,FATA,160,7,15,,25,1,52,2,12,69.9,33.0333,14.21,18.871,0.199
11,11,11,01/11/2010,2010,Pakistan,05/11/2010,2010,Working Day,,1:30:00 PM,Dara Adam khel,KPK,Religious,Medium,Closed,Religious,Sunni,15Kg,11/11/2010,2010,FATA,280,61,76,70,132,1,190,1,8,70.1455,32.9746,12.24,16.519,0.096
5,5,5,01/05/2010,2010,Pakistan,02/05/2010,2010,Holiday,Weekend,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,21/05/2010,2010,FATA,263,,0,,0,1,133,1,10,70.1455,32.9746,23.385,29.188,0.183
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,8:10:00 PM,Karachi,Sindh,Military,High,Closed,Military,None,1000 Kg,21/11/2010,2010,FATA,281,16,20,100,140,1,194,1,9,70.1455,32.9746,9.525,16.519,0.096
5,5,5,01/05/2010,2010,Pakistan,28/05/2010,2010,Working Day,,NA,Lahore,Punjab,Religious,Medium,Closed,Civilian,Ahmedi,NA,09/05/2010,2010,FATA,264,80,95,92,200,1,129,1,11,70.1455,32.9746,18.065,29.188,0.183
12,12,12,01/12/2010,2010,Pakistan,24/12/2010,2010,Working Day,,NA,Peshawar,KPK,Police,High,Open,Civilian,None,10 kg,06/12/2010,2010,FATA,290,,4,,24,1,198,1,7,70.1455,32.9746,5.08,10.46,0.236
4,4,4,01/04/2011,2011,Pakistan,04/04/2011,2011,Working Day,,Monday After Noon,Lower Dir,KPK,Market,Low,Open,Anti-Militants,Sunni,8Kg,22/04/2011,2011,FATA,309,7,9,22,30,1,230,1,25,70.1455,32.9746,17.75,22.867,0.252
1,1,1,01/01/2010,2010,Pakistan,16/01/2010,2010,Working Day,,10:00:00 AM/10:15 AM,Poonch,AJK,Mobile,High,Open,Police,None,600 kg,17/01/2010,2010,FATA,240,,1,1,2,1,104,1,20,69.9,33.0333,5.57,10.956,0.356
11,11,11,01/11/2010,2010,Pakistan,05/11/2010,2010,Working Day,,1:30:00 PM,Dara Adam khel,KPK,Religious,Medium,Closed,Religious,Sunni,15Kg,26/11/2010,2010,FATA,280,61,76,70,132,1,196,1,4,70.1455,32.9746,8.01,16.519,0.096
4,4,4,01/04/2011,2011,Pakistan,07/04/2011,2011,Working Day,,7:50 AM,Quetta,Baluchistan,Residence,Medium,Open,Police,None,180kg,22/04/2011,2011,FATA,310,,1,17,19,1,230,1,25,70.1455,32.9746,17.75,22.867,0.252
4,4,4,01/04/2010,2010,Pakistan,05/04/2010,2010,Working Day,,NA,Peshawar,KPK,Foreign,High,Open,foreigner,Christian,NA,24/04/2010,2010,FATA,255,6,8,,0,1,126,1,9,70.1455,32.9746,18.235,25.855,0.218
12,12,12,01/12/2012,2012,Pakistan,05/12/2012,2012,Working Day,,6:30AM,South waziristan,FATA,Military,High,Open,Military,None,,28/12/2012,2012,FATA,367,2,3,20,25,1,329,8,7,70.1455,32.9746,-3.165,11.541,0.208
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,8:10:00 PM,Karachi,Sindh,Military,High,Closed,Military,None,1000 Kg,11/11/2010,2010,FATA,281,16,20,100,140,1,190,1,8,70.1455,32.9746,12.24,16.519,0.096
5,5,5,01/05/2010,2010,Pakistan,28/05/2010,2010,Working Day,,NA,Lahore,Punjab,Religious,Medium,Closed,Civilian,Ahmedi,NA,15/05/2010,2010,FATA,264,80,95,92,200,1,132,1,15,71.1481,34.0983,29.415,29.188,0.183
8,8,8,01/08/2009,2009,Pakistan,16/08/2009,2009,Holiday,Weekend,NA,swat,KPK,Police,High,Open,Police,None,NA,11/08/2009,2009,FATA,189,,1,,3,1,74,1,14,69.9,33.0333,25.44,29.891,0.208
4,4,4,01/04/2009,2009,Pakistan,04/04/2009,2009,Working Day,,,North waziristan,FATA,Mobile,High,Open,Military,None,NA,19/04/2009,2009,FATA,164,,8,,39,1,60,1,3,69.9,33.0333,20.995,22.792,0.216
3,3,3,01/03/2009,2009,Pakistan,16/03/2009,2009,Working Day,,,Rawalpindi,Punjab,Transport,Low,Open,Civilian,None,10 kg,12/03/2009,2009,FATA,158,12,15,16,18,1,53,1,25,69.9667,33.8167,14.8,18.871,0.199
8,8,8,01/08/2008,2008,Pakistan,23/08/2008,2008,Working Day,,7:45:00 AM,Swat,KPK,Police,High,Open,Police,None,100Kg,13/08/2008,2008,FATA,115,7,15,,20,1,18,1,20,69.9,33.0333,26.855,28.229,0.258
9,9,9,01/09/2010,2010,Pakistan,06/09/2010,2010,Holiday,Defence Day,7:05:00 AM,lakki marwat,KPK,Police,High,Closed,Police,None,600 kg,12/09/2010,2010,FATA,275,15,19,34,57,1,158,1,5,70.1455,32.9746,22.35,26.11,0.208
10,10,10,01/05/2011,2011,Pakistan,13/05/2011,2011,Working Day,,6:00 AM,Charsadda,KPK,Military,High,Open,Military,None,16-20kg,16/05/2011,2011,FATA,624,164,190,256,280,4,471,2,10,140.291,65.9492,48.66,59.232,0.39
4,4,4,01/02/2011,2011,Pakistan,19/02/2011,2011,Working Day,,,Bannu,KPK,Police,High,Open,Police,None,NA,24/02/2011,2011,FATA,600,,,,8,2,437,6,7,140.291,65.9492,6.65,24.756,0.304
12,12,12,01/12/2010,2010,Pakistan,08/12/2010,2010,Working Day,,1:00:00 PM,Kohat,KPK,Transport,Low,Open,Civilian,None,10 kg,14/12/2010,2010,FATA,287,18,20,,32,1,200,1,4,70.1455,32.9746,7.24,10.46,0.236
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,peshawar,KPK,Police,High,Open,Police,None,NA,03/01/2010,2010,FATA,239,,0,,6,1,98,2,5,70.1455,32.9746,4.855,10.956,0.356
